600017	[본죽]3kg 어머니 쇠고기 장조림_FC(홍두께)	EA	500007	[본죽]쇠고기장조림 3kg_FC_물류박스	EA	0.333
600017	[본죽]3kg 어머니 쇠고기 장조림_FC(홍두께)	EA	300017	[본죽]3kg 어머니 쇠고기 장조림_FC_반제품(홍두께)	EA	1.
600018	[본죽]미니쇠고기장조림 70g (5입_우둔)	EA	500001	[본죽]미니쇠고기장조림 70(5입)_인박스	EA	1.
600018	[본죽]미니쇠고기장조림 70g (5입_우둔)	EA	320003	[본죽]미니쇠고기장조림 70g 반제품(우둔)	EA	5.
600019	[본죽]미니쇠고기장조림 70g 낱개(우둔)	EA	500008	미니 36개입박스	EA	0.028
600019	[본죽]미니쇠고기장조림 70g 낱개(우둔)	EA	320003	[본죽]미니쇠고기장조림 70g 반제품(우둔)	EA	1.
600020	[본죽]쇠고기장조림 170_코코_4입(우둔)	EA	500004	[본죽]쇠고기장조림 170_코코_인박스	EA	1.
600020	[본죽]쇠고기장조림 170_코코_4입(우둔)	EA	500005	[본죽]쇠고기장조림 170_코코_트레이	EA	0.1
600020	[본죽]쇠고기장조림 170_코코_4입(우둔)	EA	320004	[본죽]쇠고기장조림 170_코코_낱개 반제품(우둔)	EA	4.
600021	[본죽]쇠고기장조림 130g 낱개(우둔)	EA	500000	공용물류박스(중)	EA	0.02
600021	[본죽]쇠고기장조림 130g 낱개(우둔)	EA	320002	[본죽]소고기장조림130g 반제품(우둔)	EA	1.
600022	[본죽]쇠고기장조림 120g 낱개(우둔)	EA	500000	공용물류박스(중)	EA	0.02
600022	[본죽]쇠고기장조림 120g 낱개(우둔)	EA	320001	[본죽]쇠고기장조림 120g 반제품 (우둔)	EA	1.
600023	[본죽]쇠고기장조림 130g 마트용 낱개(우둔)	EA	500010	시그니처 소고기장조림 130_마트용 트레이	EA	0.1
600023	[본죽]쇠고기장조림 130g 마트용 낱개(우둔)	EA	500009	시그니처 소고기장조림 130_마트용 외박스	EA	0.05
600023	[본죽]쇠고기장조림 130g 마트용 낱개(우둔)	EA	320002	[본죽]소고기장조림130g 반제품(우둔)	EA	1.
